WKT,nama,deskripsi
"POLYGON ((106.8234883 -6.1715573, 106.8232738 -6.1718346, 106.8231236 -6.1798559, 106.8237458 -6.1803679, 106.8309771 -6.1801332, 106.8310629 -6.1795786, 106.8303763 -6.1788319, 106.8306337 -6.1784693, 106.8299042 -6.1776373, 106.8298184 -6.1734133, 106.829003 -6.1729013, 106.8292605 -6.1718346, 106.8288742 -6.1714506, 106.8234883 -6.1715573))",Taman Monas,
