WKT,nama,deskripsi
"POLYGON ((106.8163293 -6.3049979, 106.8162864 -6.3057231, 106.8169301 -6.3069175, 106.816458 -6.3078559, 106.8160718 -6.3077706, 106.8156426 -6.3097327, 106.8161147 -6.3105858, 106.8177026 -6.3101166, 106.8177455 -6.3146381, 106.8165009 -6.3151073, 106.8164151 -6.3160457, 106.818003 -6.316131, 106.8189471 -6.3165149, 106.8191188 -6.3171547, 106.8219512 -6.3174106, 106.8234962 -6.3172827, 106.8236678 -6.3177519, 106.8246119 -6.3177519, 106.8259423 -6.3111403, 106.8264144 -6.311311, 106.8267577 -6.3102446, 106.827101 -6.3085384, 106.824569 -6.3086237, 106.8244832 -6.3064482, 106.8224662 -6.3067042, 106.8205779 -6.3066189, 106.8204492 -6.3058084, 106.8185609 -6.3056804, 106.8183034 -6.3053392, 106.8163293 -6.3049979))",Kebun Binatang Ragunan,
