WKT,nama,deskripsi
"POLYGON ((106.8060901 -6.2127627, 106.7982795 -6.2146399, 106.7981937 -6.2150452, 106.7983653 -6.216773, 106.7984082 -6.2177543, 106.798258 -6.2196528, 106.7983653 -6.2199514, 106.7983439 -6.22057, 106.8003609 -6.2214233, 106.8024208 -6.2222765, 106.8032362 -6.2226178, 106.8048026 -6.2246869, 106.8087938 -6.2219565, 106.8082788 -6.2212739, 106.8083002 -6.2157491, 106.8068411 -6.2157064, 106.8062403 -6.2157064, 106.8060901 -6.2154718, 106.8062832 -6.2134666, 106.8060901 -6.2127627))",Gelora Bung Karno,
