WKT,nama,deskripsi
"POLYGON ((106.8509219 -6.2328908, 106.8506215 -6.2335734, 106.8507717 -6.2343839, 106.8517588 -6.2351305, 106.8526171 -6.2358771, 106.8527029 -6.2367303, 106.8521665 -6.2383088, 106.8516515 -6.2399726, 106.8527458 -6.2421483, 106.853926 -6.242063, 106.8533896 -6.2412951, 106.8529604 -6.2404632, 106.8530462 -6.2386927, 106.8535398 -6.2374556, 106.8535398 -6.2357064, 106.8532179 -6.2347039, 106.8528531 -6.2347252, 106.8525742 -6.2334667, 106.8513296 -6.2334667, 106.8513082 -6.2330188, 106.8509219 -6.2328908))",Tebet Eco Park,
