WKT,nama,deskripsi
"POLYGON ((106.8820851 -6.2953653, 106.8839305 -6.3009106, 106.8842738 -6.3021476, 106.8856471 -6.3034699, 106.8877499 -6.3049629, 106.8905823 -6.3054748, 106.8971055 -6.3070957, 106.9091218 -6.3050909, 106.9062035 -6.29801, 106.8942301 -6.2971142, 106.8901532 -6.2954506, 106.8889516 -6.2929338, 106.8820851 -6.2953653))",Taman Mini Indonesia Indah,
