WKT,nama,deskripsi
"POLYGON ((106.7251479 -6.0890931, 106.6853224 -6.0979691, 106.6887557 -6.1068449, 106.6873824 -6.1252788, 106.6908156 -6.1757981, 106.7244612 -6.1969601, 106.7155348 -6.2228996, 106.7436873 -6.2235822, 106.7512404 -6.2761396, 106.7780196 -6.3191372, 106.8102919 -6.3164073, 106.7924391 -6.3662258, 106.8116652 -6.3662258, 106.8521773 -6.3396111, 106.8865096 -6.3703202, 106.9160353 -6.3655434, 106.9242751 -6.3020751, 106.9105422 -6.2966151, 106.9057356 -6.2631714, 106.9435011 -6.2522505, 106.9524275 -6.2160735, 106.9737135 -6.1874032, 106.970967 -6.0884104, 106.7251479 -6.0890931))",Kota DKI Jakarta,
