WKT,nama,deskripsi
"POLYGON ((110.0237057 -7.8844324, 110.6938717 -8.2026206, 110.8312008 -8.2053391, 110.8160946 -8.1455284, 110.7982418 -8.1618413, 110.7515499 -8.0313195, 110.7721493 -7.9334006, 110.7913754 -7.8245745, 110.6705257 -7.7891998, 110.5551693 -7.7987241, 110.501611 -7.764708, 110.4713986 -7.6163657, 110.445306 -7.5455787, 110.3505489 -7.6245327, 110.2722714 -7.7075547, 110.2599117 -7.6476716, 110.1514217 -7.6463105, 110.1198361 -7.6680872, 110.1390621 -7.6912238, 110.1129696 -7.76879, 110.0649044 -7.8177719, 110.0237057 -7.8844324))",DIY Yogyakarta,
